	GO_ADRENAL_GLAND_DEVELOPMENT	GO_AMINOGLYCAN_CATABOLIC_PROCESS	GO_BICARBONATE_TRANSPORT	GO_CARDIAC_MUSCLE_CELL_PROLIFERATION	GO_CARTILAGE_DEVELOPMENT_INVOLVED_IN_ENDOCHONDRAL_BONE_MORPHOGENESIS	GO_CHEMICAL_HOMEOSTASIS_WITHIN_A_TISSUE	GO_COLLAGEN_CATABOLIC_PROCESS	GO_CONNECTIVE_TISSUE_DEVELOPMENT	GO_EAR_DEVELOPMENT	GO_EMBRYO_IMPLANTATION	GO_ENDOCHONDRAL_BONE_MORPHOGENESIS	GO_ENDOCRINE_HORMONE_SECRETION	GO_EXTRACELLULAR_MATRIX_DISASSEMBLY	GO_IMMUNE_RESPONSE_TO_TUMOR_CELL	GO_INCLUSION_BODY_ASSEMBLY	GO_MAINTENANCE_OF_PROTEIN_LOCALIZATION_IN_ENDOPLASMIC_RETICULUM	GO_MAMMARY_GLAND_ALVEOLUS_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_CIRCADIAN_RHYTHM	GO_NEGATIVE_REGULATION_OF_KIDNEY_DEVELOPMENT	GO_NEGATIVE_REGULATION_OF_MORPHOGENESIS_OF_AN_EPITHELIUM	GO_NEGATIVE_REGULATION_OF_NERVOUS_SYSTEM_PROCESS	GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	GO_NEGATIVE_REGULATION_OF_VIRAL_RELEASE_FROM_HOST_CELL	GO_NUCLEOBASE_CONTAINING_SMALL_MOLECULE_INTERCONVERSION	GO_ODONTOGENESIS	GO_POSITIVE_REGULATION_OF_T_CELL_RECEPTOR_SIGNALING_PATHWAY	GO_PROTEIN_ACTIVATION_CASCADE	GO_PROTEIN_K11_LINKED_UBIQUITINATION	GO_REGULATION_OF_GLOMERULUS_DEVELOPMENT	GO_REGULATION_OF_MESODERM_DEVELOPMENT	GO_REGULATION_OF_RESPONSE_TO_TUMOR_CELL	GO_REPLACEMENT_OSSIFICATION	GO_RESPONSE_TO_ATP	GO_TROPHOBLAST_CELL_MIGRATION	HALLMARK_ANGIOGENESIS
TCGA.44.7669.01A	0.228812625885707	0.139457299472584	-0.0629309979462261	0.016684868434655	0.052929295003903	0.28215842313668	0.122573220070923	0.0696636868758997	0.00344932406772372	0.250046773652999	0.0363592243163338	-0.0307033082031343	0.142808524268658	0.0627421007224038	0.313642557225738	0.270601496792546	0.0747114026093568	0.00554996132759382	0.0724672198942596	0.104103519360451	0.101716239707051	0.00830872144372973	0.189633234783411	0.315955881159086	0.0548468700337187	0.0598739496043687	0.109485970079059	0.356526711754947	0.0946408626644476	-0.0732207495218396	0.00222191074103563	0.0274734307092915	-0.044429076078548	0.223608956540638	0.31227113142313
TCGA.44.7670.01A	0.0626232226959219	0.122737731646214	-0.0599929568344125	0.0287334398535651	0.117036604808651	0.288268896925825	0.117427396650988	0.0638784766109212	0.0175669037881544	0.293446308955371	0.0771032235313493	-0.0406441038165733	0.168719903946087	0.124808177476768	0.335337202347411	0.326264620617906	0.0775446140409095	0.0442690333203993	0.118298928016559	0.0591863013090603	0.0788084772623503	0.00236000758809874	0.192772438426559	0.282974504199007	0.0529052669211584	0.0951011269769431	0.118755639652439	0.321433503694786	0.0135893595785492	-0.0683176721654379	0.0548505076703992	0.0371789579394764	-0.0341411956413458	0.250761193439197	0.323701749094217
TCGA.44.8117.01A	0.103704060029368	0.203063857262051	-0.085385216708412	0.014090266911333	0.102141621165462	0.360726466607329	0.196959767428175	0.079152885527747	0.0165404379260472	0.242513367087898	0.0624701083235089	-0.049285341401693	0.196467063328899	0.128552822467488	0.308823858261001	0.309371071642341	0.104758191097428	-0.0324039598700504	0.0517825131334988	0.107340660630129	0.0738626179727208	-0.0281283979157866	0.161716908227244	0.255231642712082	0.0661566654932572	0.0849353107694957	0.119410907117305	0.309050055343409	-0.0339971364776775	-0.0437023326629956	0.0493558263848148	0.032050461359501	-0.00391498724859453	0.251430505960824	0.32126492925224
TCGA.49.4490.01A	0.132756004400124	0.19799418133064	-0.0909273758241307	0.014903162266669	0.147126680410131	0.289080912343256	0.216081107963241	0.0924689884927918	0.0160297104813179	0.279698660150971	0.121575875823644	-0.0327550930881015	0.201942580173791	0.0940420015504715	0.320887093638505	0.325011155006334	0.0534874957149036	-0.0194246451641536	0.0849113870071693	0.103479256676322	0.0443706714650145	-0.0147522015418278	0.198637668475213	0.223810215165232	0.0823176791412764	0.153245641905165	0.121849051242581	0.273298247710406	-0.00246512416642942	-0.0453438326854183	0.00300526821848348	0.103433696144036	-0.0101376163979071	0.238007893833946	0.305073012850277
TCGA.49.6743.01A	0.189032515420058	0.19724728928392	-0.111987245623108	0.0284337362935933	0.125689433264238	0.32277493799368	0.199018265441824	0.0862198279117027	0.000452336393701756	0.259338295799831	0.0778429303127124	-0.0419267392660673	0.215017692225797	0.144976172207709	0.306168048749753	0.313923041642526	0.0284144547454805	0.0138381013605039	0.0397687838201371	0.114731368644991	0.119282675753531	-0.00219303271671103	0.201248000673676	0.291870470916833	0.0494226299499814	0.0751518546966035	0.185370402591103	0.323856163602707	-0.0853330351248545	-0.00013042592323782	0.0862602749591044	0.0300774316392528	0.0262446724795267	0.192408978554142	0.274337992888548
TCGA.50.5051.01A	0.124978374873396	0.144369274650742	-0.0817251039171093	-0.00375947422178554	0.140236082317102	0.298017966328397	0.124336204372042	0.0725332213212761	0.00702946553448244	0.288459997038836	0.0819862667369709	0.0176861994316152	0.147842541709831	0.07488020582881	0.305036161322436	0.252393478380048	0.083902656878067	-0.0306148038472766	0.0300660656880655	0.0281879964015911	0.0662387214117209	-0.0372780541898432	0.226399964103725	0.289876017333923	0.0465214303096244	0.0162623148109662	0.14784455301303	0.319217450611106	-0.00747258741268089	-0.0732392453763237	0.00799949653840992	0.0575277917521065	0.00328283065016793	0.224555915214688	0.299820464981368
TCGA.50.5066.01A	0.0430291351393319	0.140627379373615	-0.0589917186213618	-0.00287324288465682	0.0957034915529416	0.28197076077617	0.167722664296206	0.0557855115059034	-0.0360057822950358	0.223329262895398	0.0479560889489663	-0.0743915775953505	0.156646253428369	0.165200146895981	0.258587529389508	0.334932132717215	0.0358823377972013	-0.0423073974085087	0.0360634908099592	0.0706681088330858	0.0493905837416281	-0.0605917128611077	0.146415023029136	0.316707966809189	0.0221880701364893	0.164654229575827	0.108212742705123	0.337639651045404	-0.0599241695232816	-0.0193500745114809	0.0843909676868646	0.0248014603635651	-0.0546640134669951	0.21298124868535	0.259249302365393
TCGA.50.5066.02A	0.121591171682013	0.150697501983559	-0.151105146508084	0.0348803071897866	0.113123750109023	0.296107881437123	0.0800745005914648	0.06330111715988	0.0116381988513884	0.26328584861422	0.0822821339128601	-0.0384526451318815	0.12159062280821	0.0990404846818244	0.325452365439889	0.317297979387405	0.0651912080105216	-0.0456245251998712	0.0215724170768412	0.0880163889133085	0.0679171135241925	-0.0264773570958878	0.203600077647543	0.298922701867308	0.0421606951078802	0.132041812695347	0.114302103342292	0.336609166675314	-0.00264757834610472	-0.0819705359669437	0.0267024450004719	0.0545057026404159	-0.0375455930445667	0.223742763052935	0.345004612691208
TCGA.50.5072.01A	0.12883896860701	0.185550592183745	-0.0570158657576021	0.0291298509148767	0.11609802988212	0.316611616587092	0.183093158294948	0.0674105503273067	0.0106897187341706	0.271746321660815	0.0748058137070762	-0.025426464355961	0.200009296302852	0.0919078505304212	0.312517113016795	0.303486981135443	0.0898263885158117	0.00986084632834285	0.0878451884075041	0.115590744242971	0.0742291535977943	0.0119209537007979	0.183307602146154	0.316146299277334	0.0611872042373691	0.0782594877015865	0.200450982877621	0.33548678185091	0.035088399529569	0.0315730969450695	0.0312471781612326	0.0289488176048488	-0.0282610551618897	0.239854392424751	0.325764639585057
TCGA.50.5933.01A	0.154143338573773	0.198168754541937	-0.135087418744283	0.0608639175454153	0.146117838523194	0.30090271186142	0.236649077879998	0.107210448146286	0.0209505054374372	0.279123298695542	0.0866267779689443	-0.0284285168274973	0.228282219820129	0.166453957420906	0.292901921611828	0.323127078481951	0.12870508772745	-0.043295609737763	0.120761748132967	0.163168628462752	0.0795682689683186	0.0482829933979034	0.211187040176649	0.282884342445188	0.0769231175604586	0.151619551616301	0.0821719942283666	0.33477761539827	0.0434605027118375	-0.0315869824028745	0.127007984086797	0.0342836758204083	0.00436932575987355	0.284557106876352	0.417937658967813
TCGA.50.5941.01A	0.107172410204296	0.192375093401912	-0.0726783729201936	0.0203317284020971	0.117578102505269	0.366236602152615	0.203884220685383	0.069431662502501	0.00558981980115422	0.279090659660007	0.0849295456606953	-0.0735104575214675	0.20106060127277	0.162031278742079	0.307524129733657	0.31233702499861	0.0927632938106105	-0.00292695305180125	0.0962182931496801	0.142342181389509	0.0819534938153745	0.00861011412267663	0.242621305151913	0.276880167373073	0.0647085662823838	0.18403954227145	0.102453026007183	0.308255316004767	-0.0292466965902742	-0.100040721754775	0.0908117680485803	0.0654270898131265	-0.0166413289568622	0.2475842798571	0.328637292318564
TCGA.50.6595.01A	0.140681828971875	0.188251140971792	-0.0683916353422141	0.0833972823957469	0.151187667125487	0.275895115329937	0.269877233472364	0.12137127735674	0.0243898340560795	0.308702746871159	0.10206069651321	-0.0125821033256547	0.238389254542559	0.169739254790049	0.29283619888881	0.290472816057276	0.0807412605812894	-0.0103620196922403	0.100252119422051	0.164006100175926	0.0664076758635819	0.0188741285609836	0.262816833928547	0.278737899325655	0.112307368077998	0.162435002026233	0.095202869425273	0.330831520840807	0.0301983361165189	0.0473738317714803	0.101056368882045	0.0581682895174503	-0.00811154836410278	0.26889213672567	0.406278907831506
TCGA.53.7813.01A	0.103714771304804	0.085172146868033	-0.0241444744851875	7.75517358768709e-05	0.0780694433397082	0.291169500733542	0.0844121902490684	0.0550929123867969	0.0163249207500157	0.225253662237501	0.0433920500221052	-0.107835253339329	0.107198056502471	0.127416454547467	0.302600434886269	0.32056235454267	0.0632910823836671	-0.0401480713343444	-0.0353207378195046	0.0142364835379456	0.0886344696542133	-0.0381326499342166	0.254724194118002	0.265852672398442	0.0390807384970464	0.0827332263159972	0.0983179882053483	0.337563979302468	-0.0690823995851286	-0.0610663581270621	0.077239489271972	0.0192369384807497	-0.0289641641670412	0.257932188923004	0.27977189218027
TCGA.53.A4EZ.01A	0.0153090656205091	0.0721373874585748	-0.0151342374019212	-0.0232494428629368	0.0934078560602576	0.270832092377762	0.0766343884049211	0.0222776048611291	0.0113746036770543	0.19908272560419	0.0399017157494556	-0.149551522200347	0.0982453294126556	0.0982462207545323	0.292050984771289	0.365466118237414	0.0551166290490067	-0.00692924367008185	0.00776912683358937	0.0195662670316211	0.100406546529379	-0.0474058163216592	0.194129675297875	0.290056909888069	0.0160082429543169	0.0866914192399966	0.0680164904630782	0.323912360634165	-0.103806122616023	-0.156888579966823	0.0338606588195538	-0.00838138219999041	-0.0276164820046217	0.190930856546011	0.186692196162769
TCGA.55.1596.01A	0.0761085342902406	0.117631880159483	-0.0820781631230072	-0.0336181275109964	0.11709038074285	0.196982392433912	0.125761603319449	0.027347519295612	-0.01928553732063	0.25327543774136	0.0365045274461583	-0.118669543354547	0.127652859403811	0.111099084923012	0.29374437502519	0.298194559507818	0.0275730517876761	0.0188085669856647	0.0582267454450028	0.000665868741987475	0.0914898381866438	0.0027031837956423	0.246454940491508	0.267974448018424	-0.00563493827084529	0.0603176903337031	0.10541184242781	0.332346222945428	-0.131201857021952	-0.0676841590133596	0.0280396517737887	-0.0260503043814479	-0.00931564340824148	0.183716288360921	0.228868171448121
TCGA.55.5899.01A	0.168553668095887	0.181570183931913	-0.0946615117298881	0.0289896362954434	0.12739236789526	0.144370246626297	0.167954677684683	0.068930887962824	0.0196017830378649	0.217310842287806	0.0670348589111354	-0.00777482276393604	0.166074543212605	0.121455943038687	0.325415393866804	0.266188273015355	0.0803314088257255	-0.0290470627551184	0.0337141917201122	0.103409778069358	0.0392391758793665	-0.0421135301551369	0.151266715656027	0.285056680387595	0.0696629381171606	0.0471811014769974	0.198650561201568	0.328912908334157	-0.0180268912485048	-0.0440628141520171	0.0677070689145305	0.0355162574290398	-0.0202338271374776	0.190689673877092	0.368819372130739
TCGA.55.6712.01A	0.114106457996302	0.16964357359312	-0.144490254420357	0.0292967532365784	0.137102867588647	0.279929140631419	0.178388647201296	0.0811536581395305	0.00629710795630826	0.270686621314599	0.0702985351368555	-0.0507119664484642	0.204853480707435	0.12881905827267	0.309306012915742	0.296298951937379	0.0977550596930063	0.0122651630586087	0.114922240085982	0.0725453342781305	0.0178673718627526	-0.000150579994046234	0.235075056447581	0.255520116864312	0.0612044490825759	0.17638083680486	0.0969417568026764	0.319177215706308	0.00744300898315637	-0.0284917990384875	0.0399357800175209	0.0118424555707356	-0.00895138698460518	0.222254806198902	0.321972422563092
TCGA.55.6970.01A	0.10293435702611	0.170966973827398	-0.00209447457372621	0.0255596751100907	0.0645156191369528	0.297360681487934	0.136808205169946	0.0586123545795047	-0.0024813597281352	0.253702765398471	0.0420845622055717	-0.00907780165169634	0.17680388440055	0.135314454199475	0.311664904827042	0.313431322624382	0.0847949182293424	0.0221102123066654	0.0644063795134627	0.0951589150532135	0.0885672182178852	-0.0229264439951748	0.22767626612597	0.298947024761114	0.0519600778878268	0.127672177406759	0.203345788931528	0.300905136411259	0.0565500207108796	-0.0327724433478556	0.0619373117874307	0.0185453692278353	-0.0249376040655944	0.237606996893758	0.277729974878483
TCGA.55.6979.01A	0.128934691732977	0.170033347497227	-0.0400701257062475	0.00705932761186686	0.105821099399683	0.342222598261578	0.211635150624735	0.0750128084621745	0.0144468964752546	0.26241650850243	0.0621775527777511	-0.0449130518971529	0.210685748713861	0.194910570388542	0.305333803388062	0.309288524404667	0.0883692788218728	-0.0171627530082819	0.0680186497679459	0.0784246784016446	0.0654238279419869	-0.0135884134839914	0.231440415948992	0.254704472015856	0.0595318394429208	0.193487965946811	0.0708844831595823	0.313567276209756	-0.0836592591297352	-0.10603494564966	0.149571355405368	0.0257150221671377	-0.00532692400349471	0.242772780258513	0.376265466261059
TCGA.55.7227.01A	0.143883414973717	0.186935730904591	-0.0867604888050338	0.0439722589312447	0.142568282175136	0.356233278906613	0.224984720448699	0.0938257211284776	0.0123312465180655	0.27643243219095	0.0922956082235268	-0.0510073763904611	0.194784652308299	0.143457332705932	0.294388039581768	0.310122740845994	0.0880337074064533	-0.0335709478217293	0.109838349501109	0.151035698376565	0.0731602694928623	0.0263545218002299	0.250619789904592	0.270909520087599	0.0631015271361121	0.169266239126581	0.133626394259941	0.298754073472802	-0.0138406506812605	-0.0713970264402734	0.0867928389428521	0.0656131640071574	-0.0120557439441925	0.258328630514641	0.356184268456425
