	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory.Tregs.	T.cells.gamma.delta	NK.cells.resting	Macrophages.M1	GEP	IMPRES	SZABO	TIDE	TMB	TCR_Richness	TCR_Evenness	TCR_Shannon	BCR_Richness	BCR_Evenness	BCR_Shannon
TCGA.56.7222.01A	1.96144027592477e-05	0	8.86366799483011e-05	0	0	0	5.14178473369435e-05	0	0	0	4.75126079280207e-05	10.8775535365449	10	-1.35847309564296	-2.20531859040119	524	1	1	1	1	1	1
TCGA.56.7579.01A	0	0	2.51357964962896e-05	0	0	0	0	0	0	0	0.000134536390402113	10.4415773504522	7	-1.37231153709782	-2.1997042170566	333	1	1	1	1	1	1
TCGA.56.7823.01B	0	0	0	1.99366570134282e-06	0	0.000221620736100913	0.000130270336999929	0	0	6.10536283699592e-05	0.000264731358221514	13.9289739250645	12	-0.599500714403746	-2.12094457942602	395	1	1	1	1	1	1
TCGA.56.8624.01A	0.000219562118762176	0.000105859680120506	0.000583496930692427	7.37295127255591e-05	0	0	0	0	0	0	5.65578131357823e-05	13.3801764193156	9	-1.15550491446262	-2.02275174442853	159	1	1	1	1	1	1
TCGA.56.8625.01A	0.000510152009218477	0	0.00204549146547489	0.00198510443278605	0	0.00144702494404357	0.000772124502008109	0.00083714779534084	0	7.70469285542641e-05	0.00166375960108244	29.3264694465618	7	1.3993529165144	-1.97463662153558	698	1	1	1	1	1	1
TCGA.56.8629.01A	0	0	0.000109310560868507	1.72279546173028e-05	0	0.0003007180411702	5.39681350245351e-05	0	0	7.85478666089079e-05	9.12726883946993e-05	17.5948178347827	10	0.134152860738975	-1.94824110742964	352	1	1	1	1	1	1
TCGA.56.A4BW.01A	0	0	0.000607661172179177	0.00013459703192356	0	0.000104476717692221	0.000446774236244629	0	0	0.000319142256837235	0.000497650830853487	19.0656872132623	9	0.297269435647853	-1.94312977735927	304	1	1	1	1	1	1
TCGA.56.A62T.01A	0	0	0.000643589825978292	6.93101153141939e-05	0	0	0	7.35328692417329e-05	0	0.000118448249960324	0.000187157494562684	16.4714018744174	12	-0.349758977563885	-1.74565158500431	659	1	1	1	1	1	1
TCGA.58.8387.01A	0	0.000148284137930734	0.00262985960406702	0.00129185705829858	0	0.000751637344209244	0	0.000138363352987122	6.6244539714715e-05	0.000212468507450856	0.00137411143205668	23.4982194635512	8	0.286649284588806	-1.67929023770488	244	1	1	1	1	1	1
TCGA.58.8391.01A	0	0	3.90213569480474e-05	8.37888839369539e-05	0	0	0.000149221658266413	0	0	6.09320764467485e-05	0.000158251033005019	14.4656286430574	8	-0.521239162676552	-1.66177468760512	457	1	1	1	1	1	1
TCGA.58.A46J.01A	8.19746926468018e-06	0.000102673098771844	0.000834555257323117	0.00018578864561115	0	0	0.000324953037044616	5.10394303447945e-06	0	0	0.000159477574092668	17.1085375636056	9	-0.323104047032126	-1.56387841652783	221	1	1	1	1	1	1
TCGA.58.A46K.01A	0.000129433416178849	0	5.59551309379554e-05	0.000281539847699533	0	9.44495276129725e-05	0.000310754577178337	0	0	0.000240294630205822	0.000959591909654346	22.0233293555285	7	0.784669636602482	-1.54447262326204	183	1	1	1	1	1	1
TCGA.58.A46L.01A	0	0	0.000763579392200844	0.00121867851405497	0	0.000267622996483055	0.000130020961090255	0.000108160563074471	0	0	0.000716833394499265	22.899684090087	6	0.719385551789692	-1.45167745658999	286	1	1	1	1	1	1
TCGA.60.2697.01A	0.000583479498541575	0.00322497976396896	0.0030867144099698	0.00166360682037927	0	0.000347797340376668	0.000579213785946709	0.00132851805492418	0	0	0.000589898833143538	24.8696748044154	9	0.403467148632547	-1.39767834318195	13	1	1	1	1	1	1
TCGA.60.2704.01A	0.000119016065584247	0.000104075548035729	0.000406657450736682	0.000434082468832274	0	0.000766444838262225	0	0	0	0	0.00124392769254767	24.5345444449263	9	0.591025212736932	-1.39600976847793	255	1	1	1	1	1	1
TCGA.60.2710.01A	0.000224693596235861	0	0.000293556674138399	0.000304635252594787	0	0	0.000762748809178424	6.97914605364116e-05	0	5.31485586274576e-05	0.00117999321606872	23.3210802999731	8	0.662089840361054	-1.17018074834298	275	1	1	1	1	1	1
TCGA.60.2715.01A	0.000442326336818388	0	0.000990948880158671	0.000165427297061123	0	0.000332116773083762	6.18667084295581e-05	0.000419606649522131	0	0.00010607489034073	0.000534617524820282	23.547292800447	9	0.263294478789838	-1.13458841000091	159	1	1	1	1	1	1
TCGA.60.2716.01A	0	0	8.02009202388125e-06	0	0	0	2.22490647760728e-05	0	0	0	4.64856100350166e-05	9.02607835544004	9	-1.26627383000007	-1.00198519588566	24	1	1	1	1	1	1
TCGA.60.2720.01A	0	0.000161035896339904	0.00111236380488991	0.000328865576594471	0	0.00059039339333883	0.000441501902987708	0	0	0	0.000471957585200117	18.5418519148841	10	-0.246254058009494	-0.865351961713931	539	1	1	1	1	1	1
TCGA.60.2722.01A	0	0	3.25613836038414e-05	0	0	7.32747469882126e-05	0.000121896346523967	0	0	2.1795167908722e-05	0.000128251841368617	14.9303611468579	9	-0.426639519197831	-0.824176401948051	414	1	1	1	1	1	1
TCGA.63.A5MB.01A	7.6596055396804e-05	0	7.60670096939734e-05	0.000185405061604999	0	0.000330936942816479	0.00029607252576668	0	3.23427007049064e-05	0	0.000592229620431768	19.3284145901013	7	0.109984499314478	-0.801087721432448	475	1	1	1	1	1	1
TCGA.63.A5MP.01A	0.000704688068596543	3.69869062789043e-06	0	0.00139351580383369	0	0.000225978914686947	0	0.000177978724663519	0	0	0.000676914665579511	24.4084764933457	7	0.738428445726259	-0.793048351300041	252	1	1	1	1	1	1
TCGA.63.A5MT.01A	0.000130440771193064	0	0.00121726616418041	0	0.000179595377380508	7.12189782409402e-05	0.000214561284102414	0	0	0	0.00116695490974593	19.5859958199633	8	-0.0413886133995066	-0.744804108012833	310	1	1	1	1	1	1
TCGA.63.A5MU.01A	0	0	0.000303428675691131	0	0	0	0.000104175204781314	0	0	2.30338631508842e-06	0.000126736650824897	12.7492586741768	7	-0.746012949106336	-0.695521280028112	287	1	1	1	1	1	1
TCGA.63.A5MV.01A	0.000728118394861656	0	0.000361614017710885	0.000760194088798552	0	0	0.000299983702446956	0.000103587432275674	0	0	0.000257212392421545	22.2576122574983	9	0.271821410246234	-0.620386968327456	164	1	1	1	1	1	1
TCGA.66.2758.01A	0	0	0.000618185710530895	0.0012789928528057	0	0.00178968110809039	0	0	0	0.000569916169042039	0.00109248799658782	24.9819611892988	5	1.11718709729607	-0.610953526594385	467	1	1	1	1	1	1
TCGA.66.2759.01A	0	0	0	0.000604138866350985	0	0.000495581264607839	0	6.29659070062718e-06	0	0	0.00060122757763287	23.7555727329097	6	0.434448916145163	-0.376564875350089	567	1	1	1	1	1	1
TCGA.66.2771.01A	0.000342338650722449	6.75807279618046e-05	0.00211864788490763	0.0013981058136959	0	0.000940656495513617	8.57247127732983e-05	9.95682684847587e-05	0	0	0.00133223256958478	23.0845489432248	7	-0.206548073511518	-0.353160126803782	391	1	1	1	1	1	1
TCGA.66.2778.01A	0	0	0.000945543269835863	8.32616325160023e-05	0	0	8.90522565735802e-05	0	2.50447866687952e-05	3.12983319947801e-06	0.000134135035139781	13.4454292023632	8	-1.48711143169408	-0.186098337734832	196	1	1	1	1	1	1
TCGA.66.2783.01A	0	4.75969513152348e-05	0.0016738114387227	0.000411851486346	0	0	0	0.000238894643496732	0	0	0.000221737001836397	18.7569087375622	8	-0.0256715910286554	-0.149527942178698	327	1	1	1	1	1	1
TCGA.66.2792.01A	0	0	0	7.81063063201981e-05	0	4.40518784824078e-05	0	0	0	0.000108109134309648	0.000436182074357138	18.5279254224746	8	-0.082643091163792	-0.140576889944443	185	1	1	1	1	1	1
TCGA.68.7756.01A	0	0	0.00172159366637112	4.88522220714516e-05	0	7.05927654418845e-05	0	1.62128762554566e-05	0	1.92865217931621e-05	0.000195707990077334	16.8425659182875	7	-0.22173967739625	-0.0915501640168048	146	1	1	1	1	1	1
TCGA.68.8251.01A	3.4259996981643e-06	0	0.00087348349661509	0.000312083972197567	0	0	0	0	0	0	0.000663701265398748	21.7492301272031	12	-0.0379701950079871	-0.0138027357831774	391	1	1	1	1	1	1
TCGA.85.6560.01A	0	0	0.0014689499891976	0.000415637614943931	0	0.00027242401185226	0.000447569104797795	0	0	0	0.000977871902050478	23.7293677908441	10	0.381452416988047	0.0171262413270192	554	1	1	1	1	1	1
TCGA.85.7697.01A	0.00038292033567355	0.000189254924888328	0.00297393658315389	0.000176023645661276	0	0.000306143414971019	0.000256444193158281	0.000280516450436994	0	0	0.000333343831538306	18.8812622723796	8	-0.144221682774473	0.0911803683594119	358	1	1	1	1	1	1
TCGA.85.7699.01A	0	0	0.000365639463042049	0.00234712891221908	0	0.00154398644171086	0.000309063548499307	8.83560481327125e-06	0	0	0.00151243500983676	26.5760239881652	10	1.08749127335292	0.158674944808825	250	1	1	1	1	1	1
TCGA.85.8276.01A	0	6.59845176699803e-05	0.00205633219541195	0.000749171950988592	0	0.000233709900207233	0.00102097567657252	0.000369229346302592	0	0	0.000936374871878829	23.5772101078421	7	0.765703797021577	0.162701013269694	365	1	1	1	1	1	1
TCGA.85.8351.01A	0	0	0	0	0	4.06437937699431e-05	3.71639870924098e-05	0	0	0	0.000293790494767706	16.7476382576164	6	-0.399471303262751	0.216073712136136	189	1	1	1	1	1	1
TCGA.85.8664.01A	0	0	0.000163188741989359	2.56169732403629e-05	0	0	0.000189441333422592	0	0	0	1.70049914596467e-05	12.6699928647383	8	-1.30533193943284	0.234003979601943	320	1	1	1	1	1	1
TCGA.90.6837.01A	0	0	0.0010799408554025	0.000243856615492745	0	6.79363549728357e-05	0.000273487947745131	0	0	0	0.000364628804888314	19.5362818867074	6	-0.294620242843768	0.262122165983875	NA	1	1	1	1	1	1
TCGA.90.A4EE.01A	0	0.00264809499217799	0	0.00392243342767161	0	0.00177771145371294	0	0.000535517515103061	0	0	0.00219123501952798	29.0751350257168	8	1.64794777282798	0.311736886424554	481	1	1	1	1	1	1
TCGA.90.A59Q.01A	0.000504996263117505	0	6.10460786599514e-05	0.0013729981682007	0	0.0023933574731218	0.000363987289532723	0	0	6.77058333712148e-05	0.00138563150652051	26.7253472785331	9	1.22714348099386	0.349078554767425	386	1	1	1	1	1	1
TCGA.92.7340.01A	0.000217050855852067	0	0.000923534939859099	0.000845467762044604	0	0.000219423580529366	0.00015842205414339	0.000302798360427657	0	0	0.00146551808343238	21.5201221839649	10	0.31992097442299	0.44210225068803	588	1	1	1	1	1	1
TCGA.92.8064.01A	0	0	0.0017209453191079	0.00324283258989041	0	0.000183185980295095	0	0.000513992602788493	0	0	0.0026867954660003	31.4359538557959	7	2.06120357154681	0.488687280450681	274	1	1	1	1	1	1
TCGA.94.7033.01A	6.84092807355556e-05	0	0.000186502380882453	0	0	5.88254074652479e-05	0.000207658414986036	7.13506011986521e-06	0	0.000123159349926199	0.000238597889841948	14.4344413964561	12	-0.695222686448855	0.514610034320458	172	1	1	1	1	1	1
TCGA.94.A5I6.01A	0	0	4.41550365721194e-05	0	0.000410371658449106	0	0	0	0	0	0.000121613930693652	13.8757728648362	8	-0.497352257474982	0.553565615228731	226	1	1	1	1	1	1
TCGA.J1.A4AH.01A	0	0.000106853765451038	0.00151463530007213	1.82904214448923e-05	0	5.87094661710122e-05	0.00017272862038635	4.84155875094377e-05	0	7.08308368733939e-05	4.36282236287577e-05	16.7906186109064	10	-0.468973479623883	0.598558708624022	247	1	1	1	1	1	1
TCGA.L3.A524.01A	0	0	4.28297676560439e-05	0	0	0	0.000266431072111265	0	0	0	0.000175542170370293	16.3936690713339	7	-0.361554142381339	0.642693585723982	445	1	1	1	1	1	1
TCGA.LA.A7SW.01A	0	0	0	0	0.000141557720713967	0	0	0	0	0	2.58632818008102e-05	12.8281075328364	8	-0.520579863340639	0.680236695421242	128	1	1	1	1	1	1
TCGA.NC.A5HE.01A	0.000126276502815889	0	0	0.00589503708697366	0	0.000261586092420853	0	0	0	0.000141904517599746	0.00328443789057655	30.2543695344354	4	1.80533604215889	0.702286865891035	270	1	1	1	1	1	1
TCGA.NC.A5HG.01A	0	0	0	0	0	0	6.7721012286839e-05	0	0	0	0.000137991949761948	8.30623602155481	11	-1.06068358067822	0.727197164042437	820	1	1	1	1	1	1
TCGA.NC.A5HI.01A	1.71254349648782e-05	0	7.25267899368073e-05	0.000213494544555422	0	4.19717109689505e-06	0.000289618086269833	0	0	3.0115301936458e-06	0.000230944492762935	14.439274699619	11	-0.950226755234167	0.842328563022017	574	1	1	1	1	1	1
TCGA.NC.A5HJ.01A	0.000296149320084248	0	0.000931987659909132	0.00322538338921664	0	0.000586092665917398	0	0	0	0	0.00123705215080393	27.396405880243	10	1.42949031928513	0.928149300480416	511	1	1	1	1	1	1
TCGA.NC.A5HK.01A	0.000162067789067751	0	0.000130758094061704	8.91237705848422e-05	0	0	0.000192259980568348	0	0	0	7.06297717539442e-05	19.9603572404319	7	0.468305355834357	1.10585745280537	362	1	1	1	1	1	1
TCGA.NC.A5HO.01A	0	0	0	0.000282528840570088	0	0.000532071996137552	0.000238510871780965	0	0	0	0.000360017347630676	15.0339994816593	10	-0.473189223037346	1.12887007805283	334	1	1	1	1	1	1
TCGA.NC.A5HP.01A	1.72789613809061e-05	0	0.00014028186219739	0	0	0	0.000188567414774808	0	0	0	0.000167794527691439	12.4610680037267	6	-1.16276679019504	1.28881032698754	554	1	1	1	1	1	1
TCGA.NC.A5HQ.01A	0.000562300895529808	0.000586082565683977	0.00143988218262867	0.000423731780603512	0	0.000274440826534582	0.000165428665408991	0.000410898973032696	0	0	0	21.803171648802	10	0.313572297391778	1.42285874022738	452	1	1	1	1	1	1
TCGA.NC.A5HR.01A	0	0	0	0.000222794351969618	0	0	6.75628328824007e-05	0	0	0.00013544870086102	0.000563490566271162	17.9477583242052	9	-0.105330503349619	1.57610810948239	436	1	1	1	1	1	1
TCGA.NC.A5HT.01A	0	3.88031673888546e-05	2.75369680275002e-05	0	0	0	0.00010531821126715	0	0	0	3.62127069965589e-05	8.66141006673221	8	-0.862245750962827	2.55861187152806	447	1	1	1	1	1	1
TCGA.D3.A1Q3.06A	0.0010705764349179	0	0.000505042605143148	0.00153746469949187	0	0	0.000153083030225643	0.000686568719773061	0	0	0.0003074534689751	23.7456202649366	9	0.752512340171358	-3.78524732788873	57	1	1	1	1	1	1
TCGA.D3.A51H.06A	0.0107224788954872	0.0110101933286906	0.00685599667567639	0.00245791382670473	0.000449671526214933	0.000238741239385687	0.00275485434142288	0.00285226207664367	0	9.41232857110273e-05	0.00114123944791295	26.6528150727613	7	0.721214755568487	-1.49268067944395	24	1	1	1	1	1	1
TCGA.EB.A24D.01A	0	0	0.000363564537031731	0.000311858923890811	0	0	0.00020490057767302	0.000134224424557946	0	0	0.000175975482859462	16.2031917286397	10	-0.321800842726104	-1.30465330410532	831	1	1	1	1	1	1
TCGA.EB.A57M.01A	0	0	0.00121233536130315	0.000161001662788804	0	0	3.00108193158727e-06	0.000136688044806224	0	5.63320039181303e-05	3.04801447910322e-05	15.6503574461326	9	-0.731884463915273	-0.945138591162282	59	1	1	1	1	1	1
TCGA.EB.A5KH.06A	0.000201170268189031	8.32985369266403e-07	0	0	0	0	6.2091937234865e-06	0.000160109496852541	0	0	0	6.30553924961645	8	-1.59008682146317	-0.108121052069351	54	1	1	1	1	1	1
TCGA.EB.A6QY.01A	0	0	7.44630510082659e-05	2.7770409027834e-06	0	0	0.000139492209611393	0	0	0	0.000107342694563881	11.9913382897345	9	-0.44534331646504	0.185321609386033	913	1	1	1	1	1	1
TCGA.GF.A3OT.06A	0	0	1.74855449240612e-05	0.00025993186643871	0	0.000617718039900875	0.000134589904649511	0	0	0	6.23496838771989e-05	24.0925845610324	9	0.540474660136108	0.298137924115	797	1	1	1	1	1	1
TCGA.W3.A825.06A	0	0	0.000803748571397872	0.0010387587100955	0	0.0013349197709548	0.000676393245744403	0.000110329797580873	0	0	0.000434083717080082	24.161290971685	8	0.834348897272703	1.78534622313483	1591	1	1	1	1	1	1
